frame,particles,delta,physMem,virtMem
727,1500,0.0243293,51388416,40931328
728,1500,0.0252509,51388416,40931328
729,1500,0.0246122,51388416,40931328
730,1500,0.0235344,51388416,40931328
731,1500,0.0243873,51388416,40931328
732,1500,0.0251493,51388416,40931328
733,1500,0.025311,51388416,40931328
734,1500,0.025282,51388416,40931328
735,1500,0.0238977,51388416,40931328
736,1500,0.0246117,51388416,40931328
737,1500,0.0234527,51388416,40931328
738,1500,0.0237493,51388416,40931328
739,1500,0.0245868,51388416,40931328
740,1500,0.0245187,51388416,40931328
741,1500,0.0255012,51388416,40931328
742,1500,0.0251568,51388416,40931328
743,1500,0.0253477,51388416,40931328
744,1500,0.0249483,51388416,40931328
745,1500,0.0251398,51388416,40931328
746,1500,0.0264167,51388416,40931328
747,1500,0.0243105,51388416,40931328
748,1500,0.0250884,51388416,40931328
749,1500,0.0245393,51388416,40931328
750,1500,0.0237354,51388416,40931328
751,1500,0.0264728,51388416,40931328
752,1500,0.0239776,51388416,40931328
753,1500,0.0241258,51388416,40931328
754,1500,0.0242318,51388416,40931328
755,1500,0.0271658,51388416,40931328
756,1500,0.0246898,51388416,40931328
757,1500,0.0247684,51388416,40931328
