frame,particles,delta,physMem,virtMem
470,1059,0.0161895,51335168,40865792
471,1059,0.0161231,51335168,40865792
472,1069,0.0166713,51400704,40931328
473,1075,0.0203559,51400704,40931328
474,1075,0.0192737,51400704,40931328
475,1075,0.0173319,51400704,40931328
476,1075,0.0170762,51400704,40931328
477,1076,0.0170403,51400704,40931328
478,1080,0.0174112,51400704,40931328
479,1080,0.018643,51400704,40931328
480,1080,0.0172342,51400704,40931328
481,1080,0.0173332,51400704,40931328
482,1081,0.0165932,51400704,40931328
483,1087,0.0169955,51400704,40931328
484,1089,0.0189221,51400704,40931328
485,1090,0.0182006,51400704,40931328
486,1091,0.0181321,51400704,40931328
487,1094,0.0175926,51400704,40931328
488,1097,0.0184432,51400704,40931328
489,1102,0.0177139,51400704,40931328
490,1102,0.0190751,51400704,40931328
491,1107,0.01758,51400704,40931328
492,1111,0.0191947,51400704,40931328
493,1111,0.0183559,51400704,40931328
494,1120,0.0182659,51400704,40931328
495,1122,0.0201475,51400704,40931328
496,1127,0.018972,51400704,40931328
497,1136,0.0187496,51400704,40931328
498,1137,0.0226944,51400704,40931328
499,1137,0.0187954,51400704,40931328
500,1138,0.0182191,51400704,40931328
501,1138,0.01815,51400704,40931328
502,1140,0.0188343,51400704,40931328
503,1141,0.0192951,51400704,40931328
504,1144,0.0187911,51400704,40931328
505,1152,0.0186996,51400704,40931328
506,1152,0.0199509,51400704,40931328
507,1152,0.0189255,51400704,40931328
508,1153,0.0186722,51400704,40931328
509,1161,0.018653,51400704,40931328
510,1169,0.021443,51400704,40931328
511,1172,0.0225125,51400704,40931328
512,1175,0.018843,51400704,40931328
513,1176,0.0196788,51400704,40931328
514,1176,0.0196086,51400704,40931328
515,1179,0.0186462,51400704,40931328
516,1183,0.0193238,51400704,40931328
517,1185,0.0209381,51400704,40931328
518,1185,0.0199168,51400704,40931328
519,1186,0.019893,51400704,40931328
520,1196,0.0194483,51400704,40931328
521,1196,0.0231983,51400704,40931328
522,1199,0.020567,51400704,40931328
